"Category","Disease","Gene Symbol","Type","PMID","Source"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-3622b","miRNA","25992776  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-375","miRNA","25992776  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-409","miRNA","26497684  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-4467","miRNA","25992776  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-455","miRNA","30314521  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-4648","miRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-4675","miRNA","29860282  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-483","miRNA","24577456  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-5010","miRNA","23895045  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-505","miRNA","25992776  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-5088","miRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-511","miRNA","27334923  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-512","miRNA","26258756  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-532","miRNA","23895045  26402772  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-545","miRNA","23922807  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-5691","miRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-590","miRNA","21548758  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-613","miRNA","27545218  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-663","miRNA","25695604  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-7","miRNA","26694372  28296235  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-708","miRNA","25992776  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-766","miRNA","25992776  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-876","miRNA","31055733  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-885","miRNA","24577456  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-9","miRNA","21720722  26694372  27394443  29543360  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-9-1","miRNA","21994399  22155483  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-9-2","miRNA","21994399  22155483  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-9-3","miRNA","21994399  22155483  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-922","miRNA","24950120  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-92a","miRNA","28129110  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-93","miRNA","26078483  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-937","miRNA","26316079  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","hsa-mir-98","miRNA","24577456  27541017  ","HMDD"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CNTNAP2","misc_RNA","22159054  26049409  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SKP141","misc_RNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SKP168","misc_RNA","22159054  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SKP27","misc_RNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SKP93","misc_RNA","25649651  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SL271P","misc_RNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SL299P","misc_RNA","33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SL636P","misc_RNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SL782P","misc_RNA","23419831  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","RN7SL825P","misc_RNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","Y_RNA","misc_RNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","A2M","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AARS2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ABCA8","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ABI1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ABTB2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AC004076.9","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AC004687.1","mRNA","28183528  30617256  30820047  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AC005833.1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AC008695.1","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AC034102.2","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AC064853.3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ACOT2","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ACSL6","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ACTC1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADAM8","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADAMTS2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADAMTS4","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADARB2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADCY9","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADGRA2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADGRE3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ADORA1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AFF1","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AGAP1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AGBL1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AGER","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AGRN","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AHCYL1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AHNAK","mRNA","26830138  28714976  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AICDA","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AIF1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AKAP12","mRNA","29860282  30712078  ","EWAS AtlasGWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AKAP7","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AL589739.1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALCAM","mRNA","33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALDH16A1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALDH1A2","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALDH4A1","mRNA","25649651  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALKBH3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALPK1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ALX4","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANK1","mRNA","25129075  30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKFY1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKLE2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKRD11","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKRD27","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKRD30B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKRD33B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKRD49","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANKRD55","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANP32A","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANPEP","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ANTXR1","mRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP003086.1","mRNA","17553421  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","AP2A2","mRNA","24162737  30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APBA1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APBA2","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APBA3","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APBB1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APBB3","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APLP1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APLP2","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APOA2","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APOBEC1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APOC1","mRNA","17474819  17975299  17998437  22005931  22832961  23419831  26830138  30636644  30979435  33074286  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APOC4","mRNA","30979435  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APOE","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APP","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","APPL2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ARHGAP20","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ARHGAP45","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ARL17B","mRNA","25778476  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ARVCF","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ASGR2","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ASIP","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATG16L2","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATM","mRNA","28714976  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATP5F1C","mRNA","28714976  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATP5PF","mRNA","31055733  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATP6V1B2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATP9B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","ATXN7L1","mRNA","22881374  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","B3GALT4","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","B3GNT5","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BACE1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BANK1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BCAM","mRNA","30636644  30979435  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BCAR3","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BCAS3","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BCL2L11","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BCL3","mRNA","30636644  30979435  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BIN1","mRNA","21390209  21460840  21460841  21627779  22832961  24162737  25778476  28714976  30617256  30979435  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BMPER","mRNA","24770881  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BNIP3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BSG","mRNA","28714976  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BTD","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","BZW2","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C10orf105","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C10orf88","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C10orf99","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C11orf65","mRNA","28714976  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C12orf40","mRNA","31055733  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C12orf75","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C16orf95","mRNA","22005931  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C17orf64","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C1QL3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C4orf50","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C5orf46","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C6orf136","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C7orf50","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C8orf44-SGK3","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","C9orf131","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CACNA1A","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CACNA1G","mRNA","23535033  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CACNA2D3","mRNA","26339675  30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CACUL1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CADM2","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CADPS2","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CALHM1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CALHM2","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CALHM3","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CALHM6","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CASS4","mRNA","24162737  30617256  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CATSPERB","mRNA","31055733  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CBFA2T3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CBR1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CCBE1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CCDC134","mRNA","21123754  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CCDC171","mRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CCDC182","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CCDC85C","mRNA","25649651  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CCND1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CD180","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CD2AP","mRNA","21460841  24162737  30617256  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CD300LG","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CD3D","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CD3G","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CD7","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDA","mRNA","25129075  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDC42SE2","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDH13","mRNA","26830138  ","Brain Disease KnowledgebaseGWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDH19","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDH23","mRNA","25129075  30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDH8","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDHR3","mRNA","30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CDR2L","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CELF1","mRNA","24162737  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CELF2","mRNA","21379329  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CELF4","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CENPM","mRNA","30636644  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CEP164","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CEP295NL","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CFAP20DC","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CFAP74","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CHD4","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CHN2","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CHRFAM7A","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CHST1","mRNA","31055733  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CIB1","mRNA","30712078  ","Brain Disease KnowledgebaseEWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CKAP5","mRNA","30820047  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CLDN18","mRNA","25778476  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CLSTN1","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CLU","mRNA","19734903  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CLUH","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CNOT6","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CNR2","mRNA","-","Brain Disease Knowledgebase"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COG2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COL12A1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COL18A1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COL4A2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COL9A3","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COPS4","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","COPS7A","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CORO2B","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CPLX1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CPNE1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CR1","mRNA","19734903  21460840  21460841  24162737  25778476  28714976  30617256  30979435  31473137  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CRADD","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CRK","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CRTC1","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CS","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CSMD1","mRNA","23535033  30514930  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CSNK1D","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CSNK1G2","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CST1","mRNA","26830138  ","GWAS Catalog"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTC-490E21.12","mRNA","30712078  ","EWAS Atlas"
"Central Nervous System Diseases; Mental Disorders","Alzheimer's Disease","CTD-2132N18.3","mRNA","30712078  ","EWAS Atlas"
