"Category","Disease","Gene Symbol","Type","PMID","Source"
"Nervous System Diseases","Multiple Sclerosis","AL157904.1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL157937.1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL356234.2","lncRNA","21833088  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL356417.1","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL356417.3","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL390066.2","lncRNA","21244703  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL390066.3","lncRNA","21244703  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL390835.1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL589740.1","lncRNA","23785401  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL591468.1","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AL662789.1","lncRNA","23472185  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","ALPK2","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP000820.2","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP002954.1","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP003721.2","lncRNA","21244703  21833088  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP003774.2","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP004609.1","lncRNA","21833088  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP005436.2","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP006216.2","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","AP006216.3","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","ARHGEF10","lncRNA","23412934  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","BAIAP2-DT","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","BDNF-AS","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","BLACE","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","BUD13","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","BVES-AS1","lncRNA","21654844  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","C1GALT1","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","C20orf202","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","C21orf62-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CADM3-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CARMN","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CASC15","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CASC19","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CBLN2","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CCDC26","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CD226","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CD27-AS1","lncRNA","30479356  31604244  ","GWAS CatalogLncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CD28","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CDKN2B-AS1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CEBPA-DT","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CENPO","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CHROMR","lncRNA","23472185  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CISTR","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CLLU1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CLLU1-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CLRN1-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","CXCR4","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CXCR5","lncRNA","21833088  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","CYP1B1-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","DHRS4-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","DIO3OS","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","DIRC3","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","DLEU1","lncRNA","21833088  22190364  24076602  27386562  30479356  31604244  ","GWAS CatalogLncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","DNMBP-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","DNMT3A","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","DSC1","lncRNA","23412934  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","EGOT","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","EPS15L1","lncRNA","22190364  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","ERC2-IT1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","ETS1","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","FAM167A","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","FAM167A-AS1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","FAM215A","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","FENDRR","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","GAS5","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","GCG","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","GIMAP6","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","GLB1","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","GNAS-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","GPC5","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","GRAP2","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","GRB2","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","HACE1","lncRNA","23412934  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","HAS2-AS1","lncRNA","24270187  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","HCG21","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","HCG23","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","HCG4","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","HCP5","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","HLA-AS1","lncRNA","17971048  ","LncBook"
"Nervous System Diseases","Multiple Sclerosis","HLA-F-AS1","lncRNA","19525953  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","HOTAIRM1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","HOXA-AS3","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","HOXB-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","HOXB-AS3","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","IBA57-DT","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","IDI2-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","IFNG-AS1","lncRNA","12719555  ","LncBookLncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","IL12A-AS1","lncRNA","19525953  21833088  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","IL6R-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","IQGAP1","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","IRF1-AS1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","KCNK15-AS1","lncRNA","24270187  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","KCNQ1OT1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","KEAP1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","KIAA2026","lncRNA","22190364  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","KPNB1","lncRNA","22190364  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LBX1-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00111","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00163","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00239","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00242","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00271","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC00273","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00298","lncRNA","23412934  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC00299","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00304","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00311","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00423","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC00469","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00484","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00488","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00511","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00513","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00550","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00574","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00598","lncRNA","24270187  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00612","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00628","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00842","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00862","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00908","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC00921","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC01063","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01100","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01122","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC01127","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC01136","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01147","lncRNA","21833088  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01185","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01353","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01395","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC01953","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01956","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01967","lncRNA","21833088  22190364  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC01980","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02084","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02085","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02102","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02245","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC02265","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02390","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02528","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02580","lncRNA","21833088  22190364  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02590","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC02612","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02633","lncRNA","20598377  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02639","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02644","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02660","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02702","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02732","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LINC02870","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC02905","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC02908","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC02909","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LINC02910","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LNCPRESS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","LRRC34","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","LZTFL1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MALT1","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MARCHF1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MDS2","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MEF2C-AS2","lncRNA","30479356  31604244  ","GWAS CatalogLncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MEG3","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MEG8","lncRNA","24270187  30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MEG9","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MGAT5","lncRNA","20117844  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MIR100HG","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MIR181A1HG","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MIR200CHG","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MIR34AHG","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MIR3667HG","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MIR3681HG","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MIR4435-2HG","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MIR497HG","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MIRLET7BHG","lncRNA","24270187  30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","MMEL1","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MPO","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MTCO3P1","lncRNA","23472185  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MYNN","lncRNA","21833088  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","MYO5B","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","NAB1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","NCF4-AS1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","NCOR2","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","NEAT1","lncRNA","27034068  ","LncBook"
"Nervous System Diseases","Multiple Sclerosis","NGF-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","NLRP11","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","NORAD","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","OS9","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","PARD6G-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PAX8-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PCAT1","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","PCAT7","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PDE4A","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","PDZRN4","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","PICSAR","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PIK3CD-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PKIA-AS1","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","PPA2","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","PRR34","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PSMB8-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PSORS1C3","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","PUS10","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","PVT1","lncRNA","21833088  24076602  30479356  31604244  ","GWAS CatalogLncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","RASGRF1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","RBM17","lncRNA","24076602  27386562  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","RGCC","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","RGS1","lncRNA","27386562  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","RN7SK","lncRNA","27034068  ","LncBook"
"Nervous System Diseases","Multiple Sclerosis","RNA5SP431","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","RNA5SP443","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","RPS6KB2-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SATB1-AS1","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SGSM2","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SH2B3","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SKAP2","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SLA","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SLC25A34-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SLC2A4","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SLC2A4RG","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SLC38A1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SLC7A10","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SLFNL1-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SMIM2-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SMUG1P1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SNHG1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SNHG12","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SNHG14","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SNHG15","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SNHG16","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SNHG26","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SNHG28","lncRNA","23472185  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SNHG29","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SNHG30","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SOX9-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","SSTR5-AS1","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","ST7-AS2","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","ST7-OT4","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","STAT4","lncRNA","24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","SYK","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TCL6","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","TENT4A","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","THORLNC","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TIMMDC1","lncRNA","21833088  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TM9SF2","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TMEM105","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","TNFSF14","lncRNA","21833088  24076602  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TP73-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","TSBP1-AS1","lncRNA","18941528  20159113  22457343  23472185  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TSFM","lncRNA","24076602  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TSPOAP1","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","TUG1","lncRNA","27034068  ","LncBook"
"Nervous System Diseases","Multiple Sclerosis","U62317.4","lncRNA","21833088  31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","UMODL1-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","UNK","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","VAV2","lncRNA","20598377  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","ZFAS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","ZFHX3","lncRNA","19010793  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","ZNF252P-AS1","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","ZNF32-AS3","lncRNA","30479356  ","LncRNAWiki2.0"
"Nervous System Diseases","Multiple Sclerosis","ZNF438","lncRNA","31604244  ","GWAS Catalog"
"Nervous System Diseases","Multiple Sclerosis","RN7SL519P","misc_RNA","31604244  ","GWAS Catalog"
